"","tweet","date","lat","lon","isretweet","retweeted","retweetcount","favoritecount","favorited","score"
"5682","N. C. Correct. Transgender Restrooms Not Civil Right - American Thinker - https://t.co/OoktTwgWbI #PJNET 999 - https://t.co/IthDS8xmVk","2016-09-22 22:28:17",NA,NA,"FALSE","FALSE","3","2","FALSE",2
"5683","@SuhPhantom @LxmeIa @PogbaFlick What i thought it was transgender ffs.","2016-09-23 16:34:13",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"5684","RT @USocialWork: #Undocumented #transgender activist @JennicetG packed the room for our 1st #SocialJustice event of the year. #LGBTQ https:‚Ä¶","2016-09-14 02:52:35",NA,NA,"TRUE","FALSE","4","0","FALSE",-1
"5685","It's about transgender vampires RT @drphilDONTEhue: What in hell is a Queens Sugar?","2016-09-22 03:14:44",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5686","Lack of respect for women: Michigan Board of Education opens women's bathrooms to men. | News | LifeSite https://t.co/1e24V2UC5i","2016-09-20 11:34:49",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5687","RT @holybullies: #lgbt #gay #racism #transgender It's #gay men like Milo Yiannopoulos who once called me a ""tar baby."" - https://t.co/C3VrW‚Ä¶","2016-09-22 23:18:21",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5688","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:04:42",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"5689","Transgender students in Michigan just got a big helping hand from the state: Hours of heated‚Ä¶ https://t.co/jCKwN1l9ZZ | @thinkprogress","2016-09-15 08:44:08",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5690","#difference between transgender and transexual cassidy clay nude https://t.co/BBbohXbkuD","2016-09-22 23:00:13",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5691","@XYChelsea, your transgender family supports you &amp; we're sending this portrait by one of your sisters with love.‚Ä¶ https://t.co/3ABv7PGOOX","2016-09-20 19:53:33",NA,NA,"FALSE","FALSE","1","1","FALSE",2
"5692","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-16 09:02:26",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5693","RT @Libby_ACLUSD: These lawsuits are ""driven by an ideological opposition to the very concept of being transgender."" https://t.co/U2QiOJuM6A","2016-09-17 17:42:53",NA,NA,"TRUE","FALSE","4","0","FALSE",-1
"5694","@conservativelez @DLoesch navy to mandate reality denial https://t.co/ydD4m032Cp","2016-09-19 18:02:09",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"5695","RT @theblaze: U.S. Navy to require all sailors to undergo transgender education training by 2017: https://t.co/T51sSLfJX3","2016-09-20 22:35:23",NA,NA,"TRUE","FALSE","33","0","FALSE",0
"5696","RT @ncpack2010: And instead of working to improve the community they provoke a fight with the legislature over transgender bathrooms https:‚Ä¶","2016-09-22 04:07:30",NA,NA,"TRUE","FALSE","32","0","FALSE",0
"5697","Despite Jeffrey Tambor's Emmys, Transparent creator Jill Soloway wouldn't cast a man to play a trans character again https://t.co/eFHnW5GoJy","2016-09-23 18:00:34",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5698","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:02:08",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"5699","RT @unbreakablepenn: How do women protect their rights when our biology is denied as a basis of oppression? Stephane Davis-Arai:https://t.c‚Ä¶","2016-09-22 01:15:36",NA,NA,"TRUE","FALSE","2","0","FALSE",-1
"5700","""Common transgender names"" 

what","2016-09-15 21:34:43",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5701","RT @unbreakablepenn: How do women protect their rights when our biology is denied as a basis of oppression? Stephane Davis-Arai:https://t.c‚Ä¶","2016-09-22 01:15:36",NA,NA,"TRUE","FALSE","2","0","FALSE",-1
"5702","HUD expands rules protecting transgender access: Transgender protections now extend to‚Ä¶ https://t.co/ksWX1Y907Q","2016-09-21 19:29:31",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5703","RT @_xevex: LOVING the inclusivity of @NLAAD's new campaign! #RepresentationMatters #Latinx #transgender #intersectionality #HIV #AIDS #NLA‚Ä¶","2016-09-21 21:00:01",NA,NA,"TRUE","FALSE","2","0","FALSE",1
"5704","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 17:50:58",NA,NA,"TRUE","FALSE","702","0","FALSE",-2
"5705","RT @ryansallans: A10:  For folks who are #transgender or #nonbinary, @TFFED is a wonderful resource that also provides education and suppor‚Ä¶","2016-09-22 20:13:57",NA,NA,"TRUE","FALSE","3","0","FALSE",1
"5706","RT @NOH8Campaign: Teen becomes his school football team's first transgender player #NOH8 https://t.co/5qbIPd9UJe","2016-09-22 18:38:22",NA,NA,"TRUE","FALSE","222","0","FALSE",0
"5707","@CaucasianGay @shayyyyyyyyla lol so ur saying transgender isnt a gender...??? ur literally transitioning into what u want to be even if","2016-09-16 00:37:15",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"5708","RT @d_stewCNN: ""I'm sad, for TSA, our country, our future ... Why is this so difficult?"" @TheLadyValor says TSA humiliated her. https://t.c‚Ä¶","2016-09-22 15:14:07",NA,NA,"TRUE","FALSE","6","0","FALSE",-2
"5709","RT @VinesMatthew: Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https:‚Ä¶","2016-09-20 01:59:10",NA,NA,"TRUE","FALSE","12","0","FALSE",1
"5710","Five transgender troops seek outside treatment #news https://t.co/veCYKKC9oR","2016-09-15 22:34:40",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"5711","Transgender woman who robbed bank says jail is ‚Äòa means #bankrobbery #hijack #pickpocket https://t.co/4Ns2aq4Hxx","2016-09-14 23:08:10",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5712","""Blackness troubles gender ... Blackness makes for gender trouble."" https://t.co/EGS2zVegA3 https://t.co/uolCPP49V4","2016-09-16 10:07:18",NA,NA,"FALSE","FALSE","1","1","FALSE",-2
"5713","RT @VinesMatthew: Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https:‚Ä¶","2016-09-20 01:59:10",NA,NA,"TRUE","FALSE","12","0","FALSE",1
"5714","RT @gerfingerpoken: North Carolina Correct. Transgender Restrooms are not a Civil Right - American Thinker - https://t.co/RKD8uHTz5y - http‚Ä¶","2016-09-22 22:26:23",NA,NA,"TRUE","FALSE","4","0","FALSE",2
"5715","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 16:34:10",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"5716","These Are the Trans People Killed in 2016 https://t.co/4AUHLIVrgQ","2016-09-14 02:32:47",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5717","Target Urged to End Transgender Bathroom Policy After 2nd Man Caught Videotaping Women Undressing https://t.co/3H0XUYoK8b","2016-09-22 02:12:43",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5718","I liked a @YouTube video from @thetalko https://t.co/nYMgIES9Zj 10 Surprising Celebs No One Knew Were Transgender","2016-09-20 11:13:43",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5719","RT @benshapiro: NBA will bash Charlotte because of transgender bathrooms. But the Hornets actually get LOOTED and no response. https://t.co‚Ä¶","2016-09-22 23:10:52",NA,NA,"TRUE","FALSE","1266","0","FALSE",-1
"5720","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:03:58",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"5721","I hope there are plenty of Transgender bathrooms for the fans attending. Oh ya this is hockey,no worries about that.  #russiavscanada","2016-09-15 01:43:19",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5722","Transgender former Navy SEAL says TSA humiliated her: A self-described ""professional traveler,"" Kristin Beck ... https://t.co/8I3pjy9UMT","2016-09-22 22:46:13",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5723","Transgender Teen Becomes the First to Join His High School Football Team: Kennedy Cooley, a transgender senior at a‚Ä¶ https://t.co/bMQM8XmQqR","2016-09-20 18:34:30",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5724","In a first, openly transgender service member promoted https://t.co/k18csrarqq via @nbcnews","2016-09-15 20:27:45",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5725","RT @ACLUSD: This week Human Rights Watch released a report that examines how transgender youth are adversely affected by... https://t.co/RU‚Ä¶","2016-09-17 17:17:42",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5726","Navy to Hold All-Hands Training, Webinars on New Transgender Policy | https://t.co/OJOPioDPBw https://t.co/ydD4m0kE0Z","2016-09-19 18:01:35",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5727","Navy Requires All Sailors to Undergo Transgender Education by July 2017 - Breitbart https://t.co/FIgMhiU7mO","2016-09-20 22:24:31",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5728","RT @ncpack2010: And instead of working to improve the community they provoke a fight with the legislature over transgender bathrooms https:‚Ä¶","2016-09-22 04:05:54",NA,NA,"TRUE","FALSE","32","0","FALSE",0
"5729","RT @eTheHustla: Trans people aren't making this transgender stuff up, before it was called transgender is was called other things","2016-09-23 18:00:16",NA,NA,"TRUE","FALSE","5","0","FALSE",0
"5730","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:01:41",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"5731","RT @unbreakablepenn: ""None of this, of course, is happening to men."" Stephane Davis-Arai. https://t.co/9I0ApnPIE6 https://t.co/J0stgrdvLi","2016-09-22 01:15:33",NA,NA,"TRUE","FALSE","8","0","FALSE",0
"5732","RT @chipfoxx: Trans lung cancer patient harrassed about her genitals while coughing blood in the ER. https://t.co/PyCqdWG8Nl","2016-09-15 20:55:13",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"5733","RT @unbreakablepenn: ""None of this, of course, is happening to men."" Stephane Davis-Arai. https://t.co/9I0ApnPIE6 https://t.co/J0stgrdvLi","2016-09-22 01:15:33",NA,NA,"TRUE","FALSE","8","0","FALSE",0
"5734","Obama's re-education camps are open worldwide. The Navy Begins Mandatory Transgender Behavioral Training! https://t.co/wE1XUqgPap","2016-09-21 19:29:11",NA,NA,"FALSE","FALSE","2","0","FALSE",0
"5735","RT @FTDominicG: See I don't care if the world knows I'm transgender, I care about how your going to treat me after finding out.","2016-09-21 20:45:47",NA,NA,"TRUE","FALSE","186","0","FALSE",0
"5736","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 17:50:40",NA,NA,"TRUE","FALSE","702","0","FALSE",-2
"5737","RT @ryansallans: A10:  For folks who are #transgender or #nonbinary, @TFFED is a wonderful resource that also provides education and suppor‚Ä¶","2016-09-22 20:11:17",NA,NA,"TRUE","FALSE","3","0","FALSE",1
"5738","RT @milcahhalili: It's not my ""preferred pronoun."" It's just my pronoun. You're welcome. https://t.co/QlOcO6lD5N #EmotionalLabor #BeABetter‚Ä¶","2016-09-22 18:14:05",NA,NA,"TRUE","FALSE","3","0","FALSE",1
"5739","@DenjiRedZero the school board gave him a standing ovation.

if you want to see his speech here's a link with a vid

https://t.co/FXYQMz118K","2016-09-16 00:30:51",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5740","Bishesh, a transgender, she had critics galore, however, took the challenge dominating the world of Manipuri cinema https://t.co/jHLhBRM0Fa","2016-09-22 15:07:37",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5741","RT @VinesMatthew: Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https:‚Ä¶","2016-09-20 01:57:53",NA,NA,"TRUE","FALSE","12","0","FALSE",1
"5742","""Common transgender names"" 

what","2016-09-15 21:34:43",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5743","RT @Brostuna15: And to think I used to watch espn all day. Now it's full of racism and transgender bathroom talk. #GloryDays","2016-09-14 21:53:45",NA,NA,"TRUE","FALSE","1","0","FALSE",-1
"5744","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-16 09:02:26",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5745","RT @VinesMatthew: Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https:‚Ä¶","2016-09-20 01:57:53",NA,NA,"TRUE","FALSE","12","0","FALSE",1
"5746","RT @gerfingerpoken: North Carolina Correct. Transgender Restrooms are not a Civil Right - American Thinker - https://t.co/RKD8uHTz5y - http‚Ä¶","2016-09-22 22:23:33",NA,NA,"TRUE","FALSE","4","0","FALSE",2
"5747","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 16:34:10",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"5748","""It is the love that exists with the hate that has kept me going"" @JennicetG #transgender #immigration #initiative4transformativeSw","2016-09-14 01:55:28",NA,NA,"FALSE","FALSE","1","2","FALSE",0
"5749","RT @TheDaleJackson: When transgender people are running and hiding from rioters in Charlotte they can run in to any bathroom they want...","2016-09-22 01:59:15",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"5750","The New American Mobile https://t.co/P33DJpb9Af","2016-09-20 11:07:32",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5751","@steph_donalds12 @Queen_naomii yes transgender member only Ì†ΩÌ∏Å","2016-09-22 23:06:43",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5752","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:03:45",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"5753","Transgender immigrant fights Indiana for a simple name change: A law designed to fight fake‚Ä¶ https://t.co/8Q29pmPpLd | @thinkprogress","2016-09-14 08:39:19",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5754","Transgender former Navy SEAL says TSA humiliated her: A self-described ""professional traveler,"" Kristin Beck ... https://t.co/5iv4oKjF4b","2016-09-22 22:46:13",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5755","Transgender Teen Becomes the First to Join His High School Football Team","2016-09-20 18:26:09",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5756","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-15 03:09:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5757","These lawsuits are ""driven by an ideological opposition to the very concept of being transgender."" https://t.co/U2QiOJuM6A","2016-09-17 16:20:23",NA,NA,"FALSE","FALSE","4","1","FALSE",-1
"5758","I just love that when autocorrects ""trangenders in"" as ""transgender sin"". Could be a miracle...","2016-09-19 17:08:55",NA,NA,"FALSE","FALSE","0","1","FALSE",1
"5759","#GayCivilRights Breaking: Federal Judge Rules Wisconsin School Must Stop Discriminating Against Transgender Tee... https://t.co/J9gCz5qnZJ","2016-09-20 22:01:12",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5760","RT @ncpack2010: And instead of working to improve the community they provoke a fight with the legislature over transgender bathrooms https:‚Ä¶","2016-09-22 03:54:49",NA,NA,"TRUE","FALSE","32","0","FALSE",0
"5761","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 17:59:56",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"5762","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:01:10",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"5763","RT @brontyman: ‚ÄúWisconsin high school senior is finally allowed to use the bathroom at school‚Äù by Zack Ford https://t.co/dqFLIv27Te","2016-09-22 01:06:56",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5764","RT @chipfoxx: Trans lung cancer patient harrassed about her genitals while coughing blood in the ER. https://t.co/PyCqdWG8Nl","2016-09-15 20:41:05",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"5765","RT @brontyman: ‚ÄúWisconsin high school senior is finally allowed to use the bathroom at school‚Äù by Zack Ford https://t.co/dqFLIv27Te","2016-09-22 01:06:56",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5766","HUD expands rules protecting transgender access -#Realtor - #Century21 - #Zillow - https://t.co/TZPM9Z5TtS -","2016-09-21 19:21:20",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5767","RT @terrymendozer: @thehill black unemployment youth 58% but transgender people got their choice in toilet stall","2016-09-21 20:35:54",NA,NA,"TRUE","FALSE","7","0","FALSE",-1
"5768","RT @soniasaraiya: I talked to @jillsoloway about the responses to TRANSPARENT's progressive politics and S3: https://t.co/f5FC4idHQK","2016-09-23 17:49:44",NA,NA,"TRUE","FALSE","5","0","FALSE",1
"5769","RT @TRANZGENDR: Transgender Books for Kids and Teens

https://t.co/kx21wDUmRN

#transgender #transisbeautiful #lgbtq #lgbt https://t.co/TPW‚Ä¶","2016-09-22 20:07:16",NA,NA,"TRUE","FALSE","16","0","FALSE",0
"5770","I Cried When I Saw These Trans Women On The Cover Of Harpers Bazaar https://t.co/pRplkkZ3Lh via @yourtango","2016-09-22 18:12:26",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5771","Target urged to end transgender bathroom policy after 2nd man caught recording women undressing 

https://t.co/SguFFvW6m7","2016-09-16 00:20:27",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5772","https://t.co/LQoBMSKzvl Minneapolis Police Announce New Transgender, Gender Nonconformity Policy","2016-09-22 14:16:39",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5773","RT @VinesMatthew: Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https:‚Ä¶","2016-09-20 01:55:38",NA,NA,"TRUE","FALSE","12","0","FALSE",1
"5774","RT @chipfoxx: Trans lung cancer patient harrassed about her genitals while coughing blood in the ER. https://t.co/PyCqdWG8Nl","2016-09-15 20:55:13",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"5775","@FaZeAdapt congrats you should do a prank on your parents that ur gay or transgender","2016-09-14 21:37:58",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5776","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-15 03:09:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5777","RT @VinesMatthew: Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https:‚Ä¶","2016-09-20 01:55:38",NA,NA,"TRUE","FALSE","12","0","FALSE",1
"5778","North Carolina Correct. Transgender Restrooms are not a Civil Right - American Thinker - https://t.co/RKD8uHTz5y - https://t.co/wXrcGV0Kok","2016-09-22 22:21:08",NA,NA,"FALSE","FALSE","4","3","FALSE",2
"5779","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 16:33:44",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"5780","RT @UofU_ITSW: ""Who am I hurting by being myself?"" #transgender @JennicetG @USocialWork #initiative4transformativeSw","2016-09-14 01:12:10",NA,NA,"TRUE","FALSE","2","0","FALSE",-1
"5781","RT @JamesAllenGrady: Via @HuffPostQueer: Jeffrey Tambor Challenges Hollywood To Give Transgender Actors More Roles https://t.co/Obr49YKLck","2016-09-22 01:49:40",NA,NA,"TRUE","FALSE","13","0","FALSE",0
"5782","RT @sarahfelts: Progress: NC Gov. McCrory drops suit challenging the federal government over anti-#trans #HB2 https://t.co/hzbQZk1ORI via @‚Ä¶","2016-09-20 11:01:42",NA,NA,"TRUE","FALSE","8","0","FALSE",0
"5783","RT @benshapiro: NBA will bash Charlotte because of transgender bathrooms. But the Hornets actually get LOOTED and no response. https://t.co‚Ä¶","2016-09-22 23:03:19",NA,NA,"TRUE","FALSE","1266","0","FALSE",-1
"5784","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:03:33",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"5785","Is the Transgender Bathroom Law Debate Affecting Businesses? You Bet https://t.co/kZkeqXLJee (via @InsideCounsel) #idleg","2016-09-23 18:34:51",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5786","Transgender former Navy SEAL says TSA humiliated her: A self-described ""professional traveler,"" Kristin Beck ... https://t.co/vi5Ej2wAuq","2016-09-22 22:46:13",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5787","#mcgush great overview of how progress in equality is made regarding transgender communities &amp; federal housing prog‚Ä¶ https://t.co/4OwqUpXOpN","2016-09-20 17:56:06",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5788","""Blackness troubles gender ... Blackness makes for gender trouble."" https://t.co/hurfTR0e8Z https://t.co/fb23GmQrSv","2016-09-14 18:46:46",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"5789","Omaha group looks to intervene in Nebraska's suit over federal transgender directive - Omaha World  https://t.co/jm8lfHtBjx","2016-09-17 16:11:23",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5790","""Please give transgender talent a chance. Give them auditions. Give them their story. Do that.""

https://t.co/ZCuAJLmUWh","2016-09-19 17:05:26",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5791","RT @theblaze: U.S. Navy to require all sailors to undergo transgender education training by 2017: https://t.co/T51sSLfJX3","2016-09-20 21:57:13",NA,NA,"TRUE","FALSE","33","0","FALSE",0
"5792","RT @eddieartgarcia: #WSNC shop @SsalefishComics on exclusive HB2 inspired variant cover of transgender superhero comic Alters https://t.co/‚Ä¶","2016-09-22 03:52:13",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5793","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 17:59:48",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"5794","RT @glennmeeks: #transgender in the animal kingdom #dailyreads https://t.co/uo43Ohcecp","2016-09-23 18:01:02",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"5795","Teen becomes his school football team's first transgender player #NOH8 https://t.co/xiPEoW8Xxq by @NOH8Campaign via @c0nvey","2016-09-22 00:52:04",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5796","RT @chipfoxx: Trans lung cancer patient harrassed about her genitals while coughing blood in the ER. https://t.co/PyCqdWG8Nl","2016-09-15 20:34:54",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"5797","Teen becomes his school football team's first transgender player #NOH8 https://t.co/xiPEoW8Xxq by @NOH8Campaign via @c0nvey","2016-09-22 00:52:04",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5798","LGBT Pride Gay Lesbian Bi Transgender T-Shirt - https://t.co/hrsj1SlePp #fashion #Amazon https://t.co/EIFRuj9ji9","2016-09-21 19:04:06",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5799","7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/DZGFeqgdIN","2016-09-21 20:28:46",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5800","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 17:49:33",NA,NA,"TRUE","FALSE","702","0","FALSE",-2
"5801","RT @ryansallans: A6: Now that I am not in college, I go and speak at colleges about #transgender identities and #eatingdisorders. #Nedachat","2016-09-22 20:05:36",NA,NA,"TRUE","FALSE","12","0","FALSE",0
"5802","YOU KNOW FUCKING WELL I AINT NO TRANSGENDER Ì†ΩÌ≤Ä https://t.co/R2tFRUjMRw","2016-09-22 18:12:07",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5803","Five transgender troops seek outside treatment https://t.co/ezEt1iIOdy https://t.co/PJRboaXWYK","2016-09-15 23:00:40",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5804","Thursday's Transgender News is posted: https://t.co/lenUHiTHPf or https://t.co/yEDkRgOctc #LGBT #trans #transgender","2016-09-22 14:15:35",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5805","Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https://t.co/0SVQcG0D6T","2016-09-20 01:53:56",NA,NA,"FALSE","FALSE","12","15","FALSE",1
"5806","RT @chipfoxx: Trans lung cancer patient harrassed about her genitals while coughing blood in the ER. https://t.co/PyCqdWG8Nl","2016-09-15 20:41:05",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"5807","@FaZeRug do a prank on your parents that ur gay or transgender","2016-09-14 21:35:05",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5808","""Blackness troubles gender ... Blackness makes for gender trouble."" https://t.co/hurfTR0e8Z https://t.co/fb23GmQrSv","2016-09-14 18:46:46",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"5809","Interested in advancing transgender inclusion in faith communities? @Transfaith is hiring an editorial consultant: https://t.co/0SVQcG0D6T","2016-09-20 01:53:56",NA,NA,"FALSE","FALSE","12","15","FALSE",1
"5810","A performance artist is fighting the city of Chicago in order to #FreeTheNipple. 
https://t.co/dm8PchKbYf","2016-09-22 22:15:01",NA,NA,"FALSE","FALSE","1","5","FALSE",0
"5811","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 16:33:04",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"5812","#Undocumented #transgender activist @JennicetG packed the room for our 1st #SocialJustice event of the year. #LGBTQ https://t.co/fIJRDIkKW3","2016-09-14 01:11:55",NA,NA,"FALSE","FALSE","4","6","FALSE",-1
"5813","RT @TheDaleJackson: When transgender people are running and hiding from rioters in Charlotte they can run in to any bathroom they want...","2016-09-22 01:27:23",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"5814","Wonder how often something like Wachowskis happens. Two brothers become transgender women. Is it common in siblings? Does 1 hide or fear it?","2016-09-20 06:14:40",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5815","RT @benshapiro: NBA will bash Charlotte because of transgender bathrooms. But the Hornets actually get LOOTED and no response. https://t.co‚Ä¶","2016-09-22 22:58:13",NA,NA,"TRUE","FALSE","1266","0","FALSE",-1
"5816","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:03:05",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"5817","What you're seeing in Charlotte right now is obviously what happens when transgender people can't use the bathroom.","2016-09-22 03:54:46",NA,NA,"FALSE","FALSE","58","141","FALSE",1
"5818","Transgender former Navy SEAL says TSA humiliated her: A self-described ""professional traveler,"" Kristin Beck ... https://t.co/K1WrZezr22","2016-09-22 22:46:12",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5819","RT @bawbbyspears: L - lesbian 
G - gay
B - Britney Spears is the best selling female artist of this millennium
T - Transgender","2016-09-20 17:48:22",NA,NA,"TRUE","FALSE","258","0","FALSE",1
