"","tweet","date","lat","lon","isretweet","retweeted","retweetcount","favoritecount","favorited","score"
"5773","RT @joeyyeo13: Barack Hussein Obama, Got Caught In A Lie! Is Transgender Michael Ready To Be President ? https://t.co/gCvc3H6SiP https://t.‚Ä¶","2016-09-24 23:32:46",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"5774","Hey @IWF, you followed me, but did you know that I'm a #transgender woman? Or, you would call me a ""man"" and deny me basic human rights.","2016-09-18 16:32:31",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"5775","RT @MLive: Bill would ban Michigan's transgender students from using certain restrooms https://t.co/xpZrjZ49Yd","2016-09-27 10:56:57",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"5776","""Modern Family"" Casts Its First Openly Transgender Child Actor https://t.co/Mh2HVkffOc via @NewNowNext","2016-09-27 19:27:59",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5777","RT @joeyyeo13: Barack Hussein Obama, Got Caught In A Lie! Is Transgender Michael Ready To Be President ? https://t.co/gCvc3H6SiP https://t.‚Ä¶","2016-09-24 23:32:46",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"5778","RT @gerfingerpoken2: North Carolina Correct. Transgender Restrooms not Civil Right - American Thinker - https://t.co/OoktTwgWbI  - https://‚Ä¶","2016-09-27 02:50:28",NA,NA,"TRUE","FALSE","7","0","FALSE",2
"5779","A brief recap from last night. - Transgender students‚Äô needs debated at suburban meeting https://t.co/XBzqWnTwGX #WeAreU46 #NotMeUs","2016-09-27 11:36:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5780","The baby born to a man who was a woman who got pregnant by a woman who was a... https://t.co/LEbrFrltrB by @neur0atypical via @c0nvey","2016-09-23 19:16:25",NA,NA,"FALSE","FALSE","1","1","FALSE",0
"5781","RT @michaels_leigh: Ever use a Porta-Potty? Did U think abt transgender? Time 4 CHANGE NC! @PatMcCroryNC has 2 GO PPL! @FlipItDem @RoyCoope‚Ä¶","2016-09-26 23:39:36",NA,NA,"TRUE","FALSE","5","0","FALSE",0
"5782","@DeltaGoodrem I'm getting the transgender butterfly with the lyric ""come on and touch the sky you're my butterfly"" in my mom's handwriting","2016-09-25 04:58:40",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5783","@MichealObama_ or should i say Michael is a transgender &amp; Joan Rivers was killed for exposing #staywoke","2016-09-26 23:43:34",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5784","RT @mic: The next episode of 'Modern Family' will feature TV's first openly transgender child actor: https://t.co/H0EJeznCsK","2016-09-27 20:24:46",NA,NA,"TRUE","FALSE","12","0","FALSE",2
"5785","Planned Parenthood Expands Services to Transgender Patients in Florida https://t.co/mQun8TEBA0","2016-09-26 18:33:27",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5786","'Modern Family' casts transgender child actor Jackson Millarker: ""Modern Family"" is truly living up to its na... https://t.co/Vjin14khWa","2016-09-27 16:07:48",NA,NA,"FALSE","FALSE","0","1","FALSE",2
"5787","@jadaayvette @MailOnline they both transgender and kept they original body parts ?Ì†ΩÌ≤Ä","2016-09-24 16:08:54",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5788","""Modern Family"" Casts Its First Openly Transgender Child Actor https://t.co/Mh2HVkffOc via @NewNowNext","2016-09-27 19:27:59",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5789","""The reports of this kind of behavior by police officers is very disturbing. It's simply unacceptable,"" she said.... https://t.co/5Po2DzU8Ow","2016-09-20 20:49:54",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"5790","The homecoming king at my school is transgender and its so beautiful","2016-09-23 19:10:19",NA,NA,"FALSE","FALSE","2","5","FALSE",1
"5791","Texas AG: Target Ignoring Calls to End Transgender Bathroom Policy, 2 Men Caught Videotaping Women AGAIN https://t.co/MPofEDZlpp","2016-09-23 16:26:08",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5792","RT @michaels_leigh: Ever use a Porta-Potty? Did U think abt transgender? Time 4 CHANGE NC! @PatMcCroryNC has 2 GO PPL! @FlipItDem @RoyCoope‚Ä¶","2016-09-26 23:45:12",NA,NA,"TRUE","FALSE","5","0","FALSE",0
"5793","#Transgender Identities Are Not Always Permanent - but sadly bodily mutilation often is | https://t.co/cMqHNtaV7p #LGBT","2016-09-27 20:09:02",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5794","RT @mic: The next episode of 'Modern Family' will feature TV's first openly transgender child actor: https://t.co/H0EJeznCsK","2016-09-27 20:24:46",NA,NA,"TRUE","FALSE","12","0","FALSE",2
"5795","RT @Fred_Butler: That's b/c she's a woman you idiots! Men don't have babies!  https://t.co/sSPaQNIUBB Where is Leonidas to kick you all int‚Ä¶","2016-09-26 18:35:45",NA,NA,"TRUE","FALSE","5","0","FALSE",-1
"5796","10 Rules You Should Follow Before Dating A Transgender Woman https://t.co/kGHH5oMN2e","2016-09-27 19:45:41",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5797","RT @Fred_Butler: That's b/c she's a woman you idiots! Men don't have babies!  https://t.co/sSPaQNIUBB Where is Leonidas to kick you all int‚Ä¶","2016-09-26 18:35:45",NA,NA,"TRUE","FALSE","5","0","FALSE",-1
"5798","New whatsapp funny Tranny? Transgender funny joke!: https://t.co/qh2GsPyT5D via @YouTube","2016-09-26 22:28:35",NA,NA,"FALSE","FALSE","0","0","FALSE",-3
"5799","RT @TexasTribune: This morning in The Brief: Dripping Springs parents debate bathroom access for transgender kid https://t.co/O967Zvh6N8 ht‚Ä¶","2016-09-27 12:39:40",NA,NA,"TRUE","FALSE","8","0","FALSE",-1
"5800","RT @GMA: 12-year-old transgender student delivers powerful speech to school board to fight transphobic rhetoric: https://t.co/xYdmdbFOKi ht‚Ä¶","2016-09-27 19:29:30",NA,NA,"TRUE","FALSE","18","0","FALSE",0
"5801","RT @Renate_Sluss: 7 Transgender Celebrities That Will Amaze And Inspire You https://t.co/yGuRT8rbBy","2016-09-26 02:33:42",NA,NA,"TRUE","FALSE","27","0","FALSE",2
"5802","Modern Family Has Cast A Transgender Child Actor https://t.co/rZJ9zTNVu4 https://t.co/TpG7t0Fn7C","2016-09-27 15:43:08",NA,NA,"FALSE","FALSE","3","7","FALSE",1
"5803","""To you producers, network owners, agents...please give transgender talent a chance. Give them an audition."" - Jeffrey Tambor. #Emmys","2016-09-19 00:56:17",NA,NA,"FALSE","FALSE","1","6","FALSE",1
"5804","Californian becomes second US citizen granted 'non-binary' gender status https://t.co/Kcdf2ICDMX #LGBT #trans #transgender","2016-09-27 09:48:08",NA,NA,"FALSE","FALSE","0","2","FALSE",0
"5805","Barack Hussein Obama, Got Caught In A Lie! Is Transgender Michael Ready To Be President ? https://t.co/gCvc3H6SiP https://t.co/qVXAHXUVCo","2016-09-24 23:29:06",NA,NA,"FALSE","FALSE","3","1","FALSE",0
"5806","Superb, sweet story in today's @nytimes @ModernLove section. #Transgender #TransKids #BestParentsEver","2016-09-18 14:37:06",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5807","RT @NikoTheFarmer: HOLLYWOOD GONE WAY TOO FAR

'Modern Family' to Feature TV's First Transgender Child Actor https://t.co/nphrONOi0I","2016-09-27 04:01:53",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5808","'Modern Family' Casts TV's First Transgender Child Actor https://t.co/3u8qkvXibb","2016-09-27 15:59:08",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5809","Barack Hussein Obama, Got Caught In A Lie! Is Transgender Michael Ready To Be President ? https://t.co/gCvc3H6SiP https://t.co/qVXAHXUVCo","2016-09-24 23:29:06",NA,NA,"FALSE","FALSE","3","1","FALSE",0
"5810","North Carolina Correct. Transgender Restrooms not Civil Right - American Thinker - https://t.co/OoktTwgWbI  - https://t.co/eNiHKBMFwU","2016-09-27 02:48:34",NA,NA,"FALSE","FALSE","7","13","FALSE",2
"5811","Federal judge rules in favor of transgender student in Ohio https://t.co/EvGnO1FFk4","2016-09-27 11:18:15",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5812","Why not just call them transgender? Why erase who they are? Tired of erasure. https://t.co/RRRACPvTS5","2016-09-23 18:19:28",NA,NA,"FALSE","FALSE","0","1","FALSE",-2
"5813","RT 'Modern Family' Casts Transgender Child Actor https://t.co/dGjkHqydDV","2016-09-26 23:21:04",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5814","@FluffableFox and ""a transgender"" or ""transgenders"" is gramatically incorrect, it's ""transgender people"" or ""a transgender person""","2016-09-25 04:58:22",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5815","RT @michaels_leigh: Ever use a Porta-Potty? Did U think abt transgender? Time 4 CHANGE NC! @PatMcCroryNC has 2 GO PPL! @FlipItDem @RoyCoope‚Ä¶","2016-09-26 23:39:36",NA,NA,"TRUE","FALSE","5","0","FALSE",0
"5816","The next episode of 'Modern Family' will feature TV's first openly transgender child actor: https://t.co/H0EJeznCsK","2016-09-27 20:23:00",NA,NA,"FALSE","FALSE","12","22","FALSE",2
"5817","Transgender Indoctrination Forced on Military Personnel and Public Schools https://t.co/oAlRqTeMle via @ConstitutionNat","2016-09-25 19:59:18",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"5818","'Modern Family' casts transgender child actor Jackson Millarker: ""Modern Family"" is truly living up to its na... https://t.co/ITJnPHklTo","2016-09-27 16:07:46",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5819","Slowly but surely changing social media to be as genuine as possible with everyone. Today's twitters turn. I'm tran‚Ä¶ https://t.co/J5h3cnhCoe","2016-09-24 15:31:53",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5820","Modern Family Will Feature First Openly Transgender Child Actor On TV! https://t.co/0vTsD8rebn","2016-09-27 07:57:42",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5821","Officer disciplined for reportedly calling transgender woman 'he-she' https://t.co/i2G5oqJxDG via @argusleader","2016-09-20 20:47:18",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5822","Taxpayer-funded treatment could render ‚Äòtransgender‚Äô 8-year-olds sterile for life | News | LifeSite https://t.co/fL6K9x70bI","2016-09-23 19:07:05",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5823","RT @jffcrmr: @realdonaldtrump @patmccrorync Yes, nothing says ‚Äútremendous job‚Äù like fucking over transgender individuals &amp; letting cops kil‚Ä¶","2016-09-23 16:17:58",NA,NA,"TRUE","FALSE","13","0","FALSE",0
"5824","Transgender police officer who found acceptance, wins honor https://t.co/HxDzvhURfh","2016-09-26 23:44:22",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5825","So amazing, and groundbreaking: thank you, @ModernFam!

#LGBT 

https://t.co/aExWdvae3v","2016-09-27 20:07:42",NA,NA,"FALSE","FALSE","1","1","FALSE",3
"5826","'Modern Family' Casts First Transgender Child Actor: Modern Family, hailed for being one of the most inclusiv... https://t.co/W0HSiuar2U","2016-09-27 20:23:20",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5827","Obamas legacy; Obamaphones and Transgender toilets. Yes Berry you will be remembered.","2016-09-26 18:21:09",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5828","this guy is saying how he hates gay guys but yet his girl in transgenderÌ†æÌ¥îÌ†æÌ¥î","2016-09-27 19:43:36",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"5829","Obamas legacy; Obamaphones and Transgender toilets. Yes Berry you will be remembered.","2016-09-26 18:21:09",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5830","i fucking HATE this class. childhood diversity. a girl LITERALLY just said ""I thought it was a boy"" when talking abt a transgender student.","2016-09-26 22:21:19",NA,NA,"FALSE","FALSE","0","1","FALSE",-2
"5831","RT @VoddieBaucham: https://t.co/0jdumVc0gk  ""citizens fill streets of Mexico City. Demand end to ‚Äúgay marriage,‚Äù gay adoption, transgender‚Ä¶","2016-09-27 12:37:21",NA,NA,"TRUE","FALSE","17","0","FALSE",0
"5832","RT @RT_com: TV‚Äôs first transgender child actor cast in US sitcom https://t.co/oSzKzUHUGW","2016-09-27 19:29:16",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5833","RT @Renate_Sluss: 7 Transgender Celebrities That Will Amaze And Inspire You https://t.co/yGuRT8rbBy","2016-09-26 02:33:06",NA,NA,"TRUE","FALSE","27","0","FALSE",2
"5834","'Modern Family' casts transgender child actor Jackson Millarker https://t.co/vKodkLhg7F https://t.co/eUhktdr9Rg","2016-09-27 15:42:50",NA,NA,"FALSE","FALSE","0","1","FALSE",1
"5835","RT @AZTanya: Are we pissed that a man played a woman and won an Emmy?  Or it's OK 'cuz he's *not* transgender?  I am confoozled.  #Emmys2016","2016-09-19 00:25:24",NA,NA,"TRUE","FALSE","1","0","FALSE",1
"5836","In Illinois, Parents chastise, support U-46 school board on #transgender locker room issue https://t.co/XYLHCV9SYY #trans #LGBT","2016-09-27 09:33:18",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"5837","RT @joeyyeo13: Disgusting Pervert Obama's Transgender Agenda Pushes Into Schools https://t.co/GGHQiOWiDh via @YouTube https://t.co/Gkx5LxUL‚Ä¶","2016-09-24 23:21:32",NA,NA,"TRUE","FALSE","7","0","FALSE",-2
"5838","RT @TransgenderSoul: 2 new films further ""trans erasure"" in Hollywood, hides transgender actors from view. https://t.co/VrlIt0TOUR https://‚Ä¶","2016-09-18 14:03:56",NA,NA,"TRUE","FALSE","2","0","FALSE",0
"5839","Michelle Obama is a MAN named Michael Transgender, jealous he will never be feminine beautiful. https://t.co/8VDPbmVS9Y","2016-09-27 03:00:14",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5840","Will the Supreme Court simply duck the transgender bathroom issue? https://t.co/PHAA0he0ML is it so hard for you to get its a he.","2016-09-26 17:25:25",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5841","RT @joeyyeo13: Disgusting Pervert Obama's Transgender Agenda Pushes Into Schools https://t.co/GGHQiOWiDh via @YouTube https://t.co/Gkx5LxUL‚Ä¶","2016-09-24 23:21:32",NA,NA,"TRUE","FALSE","7","0","FALSE",-2
"5842","RT @CoachKacz: With the #CharlotteUprising the only safe place to hide is inside the public restrooms, unless you‚Äôre transgender, then you‚Äô‚Ä¶","2016-09-27 02:47:06",NA,NA,"TRUE","FALSE","1","0","FALSE",1
"5843","Modern Family will feature a transgender child actor in a forthcoming episode Read More https://t.co/p4faqTJNjf","2016-09-27 10:40:37",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5844","How about saying ""baby born to a transgender couple"" for simplicity? -.- https://t.co/dlHZglpacN","2016-09-23 17:26:18",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5845","RT 'Modern Family' Casts Transgender Child Actor https://t.co/Ow2CGBKoPB","2016-09-26 23:21:02",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5846","@FluffableFox oh!! sorry for the late reply i was at work when you tweeted that

it's ""trans person"" or ""transgender person"".","2016-09-25 04:56:27",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"5847","‚ÄòModern Family‚Äô to Feature TV‚Äôs First Transgender Child Actor - https://t.co/A1uITM8ST0 #TCOT #conservative","2016-09-26 23:32:49",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5848","Space is filling up fast! Don't miss your chance to register for the conference next Friday! https://t.co/vixAvadqMG https://t.co/Hsft0TR7u1","2016-09-27 20:22:20",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5849","Will this Mississippi murder be the first federal hate crime with a transgender victim?

https://t.co/6p0F7zgwec https://t.co/T2ihOT3ugl","2016-09-24 21:00:33",NA,NA,"FALSE","FALSE","0","1","FALSE",-3
"5850","#CNN 'Modern Family' casts transgender child actor Jackson Millarker: ""Modern Family"" is truly living up to i... https://t.co/bDkV6vam9w","2016-09-27 16:07:16",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5851","RT @braytonalec: Let me make it easier for you too, a transgender man got pregnant by a transgender women https://t.co/6GyxNkYMji","2016-09-24 15:15:30",NA,NA,"TRUE","FALSE","1","0","FALSE",1
"5852","Really good article on this issue: Pledging change: the transgender college students integrating Greek life https://t.co/1nppeqhIf4","2016-09-26 15:33:25",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5853","RT @argusleader: Letter: Police professional standards unit investigated transgender woman's complaint and determined it was valid https://‚Ä¶","2016-09-20 20:45:51",NA,NA,"TRUE","FALSE","4","0","FALSE",-1
"5854","Please tell me why the fucc I had to go to the office to fill out a ""transgender student sheet"" only to be called ma'am by the counselor.","2016-09-23 18:49:39",NA,NA,"FALSE","FALSE","0","3","FALSE",0
"5855","RT @AliceBarrNBC5: Meet Marilyn Morrison #transgender 8-yr-old who walked in @dallasprideorg Parade:""I can make then accept me"" @NBCDFW htt‚Ä¶","2016-09-23 15:48:26",NA,NA,"TRUE","FALSE","10","0","FALSE",0
"5856","RT @michaels_leigh: Ever use a Porta-Potty? Did U think abt transgender? Time 4 CHANGE NC! @PatMcCroryNC has 2 GO PPL! @FlipItDem @RoyCoope‚Ä¶","2016-09-26 23:39:36",NA,NA,"TRUE","FALSE","5","0","FALSE",0
"5857","RT @ABCWorldNews: 12-year-old transgender student delivers powerful speech to school board to fight transphobic rhetoric https://t.co/nLSke‚Ä¶","2016-09-27 20:06:13",NA,NA,"TRUE","FALSE","12","0","FALSE",0
"5858","The next episode of 'Modern Family' will feature TV's first openly transgender child actor: https://t.co/H0EJeznCsK","2016-09-27 20:23:00",NA,NA,"FALSE","FALSE","12","22","FALSE",2
"5859","Coming out as Transgender to you Latino familyhttp://ow.ly/CIPb304tKLc","2016-09-26 18:05:31",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5860","""In this week‚Äôs episode Cam (Eric Stonestreet) and Mitchell‚Äôs (Jesse Tyler Ferguson) daughter, Lily invites over... https://t.co/aJtTDJYmWj","2016-09-27 19:20:02",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5861","Coming out as Transgender to you Latino familyhttp://ow.ly/CIPb304tKLc","2016-09-26 18:05:31",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5862","RT @OrlandoWeekly: Orlando woman will take her gun into Target bathrooms to protect herself from trans people https://t.co/PRsuo458zY https‚Ä¶","2016-09-26 22:04:58",NA,NA,"TRUE","FALSE","1563","0","FALSE",1
"5863","RT @Leomontez1: I'm raising money for Ftm top surgery transgender . Click to Donate:  https://t.co/ivwgWLKkLJ via @gofundme","2016-09-27 12:37:10",NA,NA,"TRUE","FALSE","3","0","FALSE",1
"5864","Jack Monroe on life as a non-binary transgender parent to 6-year-old son  https://t.co/DaNiNgSJEM https://t.co/CJ7BM2EQDu","2016-09-27 19:28:57",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5865","RT @Renate_Sluss: 7 Transgender Celebrities That Will Amaze And Inspire You https://t.co/yGuRT8rbBy","2016-09-26 02:33:06",NA,NA,"TRUE","FALSE","27","0","FALSE",2
"5866","Retweeted It Gets Better (@ItGetsBetter):

Incredible. Congrats Jackson! - ‚ÄòModern Family‚Äô Will Feature First... https://t.co/GDpJYq5fh2","2016-09-27 15:37:12",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"5867","Are we pissed that a man played a woman and won an Emmy?  Or it's OK 'cuz he's *not* transgender?  I am confoozled.  #Emmys2016","2016-09-19 00:14:52",NA,NA,"FALSE","FALSE","1","0","FALSE",1
"5868","RT @Transmuseplanet: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/ImejZoQ5T8","2016-09-27 09:32:09",NA,NA,"TRUE","FALSE","6","0","FALSE",2
"5869","RT @joeyyeo13: Obama's Transgender Agenda Pushes Into Schools https://t.co/GGHQiOWiDh via @YouTube","2016-09-24 23:00:44",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"5870","2 new films further ""trans erasure"" in Hollywood, hides transgender actors from view. https://t.co/VrlIt0TOUR https://t.co/tIiSeLPrWh","2016-09-18 14:00:41",NA,NA,"FALSE","FALSE","2","0","FALSE",0
"5871","RT @GLADLaw: The intentional misuse of gendered words can become unlawful and discriminatory harassment. Read on: https://t.co/VdvOeLdrzP #‚Ä¶","2016-09-27 00:23:02",NA,NA,"TRUE","FALSE","1","0","FALSE",-4
"5872","Really good article on this issue: Pledging change: the transgender college students integrating Greek life https://t.co/1nppeqhIf4","2016-09-26 15:33:25",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5873","RT @joeyyeo13: Obama's Transgender Agenda Pushes Into Schools https://t.co/GGHQiOWiDh via @YouTube","2016-09-24 23:00:44",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"5874","Reblog if you‚Äôd be okay if your friend came out as transgender - forgedofsmokeandflame: spooky‚Äìprincess:... https://t.co/byrRhz7lP9","2016-09-27 02:45:22",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5875","Ohio Judge Upholds Federal Guidelines for Transgender Students https://t.co/x1GaUkHGZJ via @intelligencer","2016-09-27 10:39:17",NA,NA,"FALSE","FALSE","1","0","FALSE",0
"5876","@DingusMasta @depthsofdaabyss @Brett_Venerable made fun of GLOSS for being transgender when their main artistic purpose is to empower","2016-09-22 04:59:22",NA,NA,"FALSE","FALSE","0","3","FALSE",2
"5877","RT 'Modern Family' Casts Transgender Child Actor https://t.co/V9xAQifLpp","2016-09-26 23:21:01",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5878","RT @blythebernhard: Proud of our work on transgender issues - children, schools and science with @dougwmoore @JesseBogan @JABuchanan  https‚Ä¶","2016-09-25 04:37:34",NA,NA,"TRUE","FALSE","11","0","FALSE",1
"5879","RT @Leah_Harless: A transgender superhero character who works as a bank teller,,,, movie called ""Transaction""","2016-09-26 23:22:18",NA,NA,"TRUE","FALSE","4","0","FALSE",1
"5880","RT @NBCNews: 'Modern Family' to feature first transgender child actor https://t.co/HDCfVf7tqB https://t.co/e1XghEicOt","2016-09-27 20:19:01",NA,NA,"TRUE","FALSE","54","0","FALSE",1
"5881","Is the Transgender Bathroom Law Debate Affecting Businesses? You Bet https://t.co/kZkeqXLJee (via @InsideCounsel) #idleg","2016-09-23 18:34:51",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5882","#Transgender Transgender Couple Gives Birth and Makes History - Breitbart News https://t.co/SJ2lxFTAFS #LGBT #noh8","2016-09-27 16:05:35",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5883","Transgender man sues over Indiana law blocking name change https://t.co/KAcQQ2Ydjn","2016-09-24 14:52:18",NA,NA,"FALSE","FALSE","1","0","FALSE",-1
"5884","Transgender women refused entry at Hong Kong International Airport https://t.co/ZQI38zBqKj","2016-09-26 07:10:35",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"5885","RT @argusleader: Letter: Police professional standards unit investigated transgender woman's complaint and determined it was valid https://‚Ä¶","2016-09-20 20:44:51",NA,NA,"TRUE","FALSE","4","0","FALSE",-1
"5886","HYD*PRC enthusiastic about Minnesota Student Survey attention to transgender youth https://t.co/vWWOHJdl4v https://t.co/2huWVlZbJ7","2016-09-23 18:02:45",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5887","#News Target Ignoring Calls to End Transgender Bathroom Policy After 2 Men Caught Videotaping Women, Texas AG... https://t.co/J9eET8CGHB","2016-09-23 15:42:16",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5888","RT @omqkaitlyn: FCHS - ""bullying will not be tolerated!""

FCHS - *suspends a transgender male for using the boys restroom bc he ""wasn't bor‚Ä¶","2016-09-26 23:22:42",NA,NA,"TRUE","FALSE","2","0","FALSE",-1
"5889","RT @BethMercado4720: '#ModernFamily' Casts Transgender Child Actor: Eight-year-old Jackson Millarker will appear in Wednesday's episode.‚Ä¶ h‚Ä¶","2016-09-27 20:02:25",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5890","Space is filling up fast! Don't miss your chance to register for the conference next Friday! https://t.co/vixAvadqMG https://t.co/Hsft0TR7u1","2016-09-27 20:22:20",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5891","Coming out as Transgender to you Latino familyhttp://ow.ly/CIPb304tKLc","2016-09-26 18:05:30",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5892","RT @JBStonestreet: For all who said we overreacted to the Iowa Civil Rights Commission brochure... Massachusetts:  https://t.co/akMhYoSajF‚Ä¶","2016-09-27 18:05:49",NA,NA,"TRUE","FALSE","19","0","FALSE",0
"5893","Coming out as Transgender to you Latino familyhttp://ow.ly/CIPb304tKLc","2016-09-26 18:05:30",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5894","Thanks to @TB_Times for the great article on #trans name changes: https://t.co/ZOMi7JHyyZ https://t.co/2NXkmkBsQi","2016-09-26 21:56:27",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5895","‚ÄòModern Family‚Äô Makes History By Casting TV‚Äôs First Transgender Child Actor - The Huffington Post - US https://t.co/vX35vEKUoZ","2016-09-27 12:33:02",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5896","RT @IndieWire: ‚ÄòModern Family‚Äô Will Feature Transgender Child Actor Jackson Millarker https://t.co/JYJUMxEzRW","2016-09-27 19:28:11",NA,NA,"TRUE","FALSE","7","0","FALSE",1
"5897","RT @Renate_Sluss: 7 Transgender Celebrities That Will Amaze And Inspire You https://t.co/yGuRT8rbBy","2016-09-26 02:33:00",NA,NA,"TRUE","FALSE","27","0","FALSE",2
"5898","RT @Variety: The upcoming episode of @ModernFam will feature the first transgender child actor as a friend of Lily's. https://t.co/xfV8uqCZ‚Ä¶","2016-09-27 15:33:32",NA,NA,"TRUE","FALSE","106","0","FALSE",1
"5899","I am Tie Dye Ry, the transgender menace.","2016-09-18 19:52:24",NA,NA,"FALSE","FALSE","0","10","FALSE",-1
"5900","In Ohio, Federal court issues order against Highland school district in #transgender bathroom case https://t.co/tu5bVTALgT #trans #LGBT","2016-09-27 09:32:05",NA,NA,"FALSE","FALSE","1","0","FALSE",-1
"5901","RT @joeyyeo13: Disgusting Pervert Obama's Transgender Agenda Pushes Into Schools https://t.co/GGHQiOWiDh via @YouTube https://t.co/wTtAO0Tw‚Ä¶","2016-09-24 22:57:08",NA,NA,"TRUE","FALSE","1","0","FALSE",-2
"5902","RT @TransgenderSoul: Center for the Study of Hate and Extremism finds hate crimes against transgender people rose about 40 percent https://‚Ä¶","2016-09-18 07:24:51",NA,NA,"TRUE","FALSE","2","0","FALSE",-3
"5903","DEADLINE: ‚ÄòModern Family‚Äô Casts Transgender Child Actor https://t.co/OmDtEh2H9e","2016-09-27 00:15:43",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5904","Trans Pledges... https://t.co/upyy2LBxPP","2016-09-25 15:02:43",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"5905","RT @joeyyeo13: Disgusting Pervert Obama's Transgender Agenda Pushes Into Schools https://t.co/GGHQiOWiDh via @YouTube https://t.co/wTtAO0Tw‚Ä¶","2016-09-24 22:57:08",NA,NA,"TRUE","FALSE","1","0","FALSE",-2
"5906","RT @AIIAmericanGirI: Transgender Man Is First to Have Baby with Transgender Female
https://t.co/s2x3SWCm06","2016-09-27 02:44:50",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"5907","Modern Family will feature a transgender child actor in a forthcoming episode Read More https://t.co/TzHdcMxNEe","2016-09-27 10:38:38",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"5908","@depthsofdaabyss @DingusMasta @Brett_Venerable you do know that Whirr specifically made fun of G.L.O.S.S. bc there transgender, right?","2016-09-22 04:46:59",NA,NA,"FALSE","FALSE","0","2","FALSE",2
